branch_id,month,region,sales_jpy,price_change_flag,income_band,avg_temp_c,foot_traffic,manager_tenure_months
BR_3911,2025-04,West,4847521,1,High,27.0,13271,64
BR_3912,2024-04,North,4619009,0,High,22.2,16362,86
BR_3912,2025-04,North,5026958,0,High,26.1,13125,97
BR_3913,2024-04,North,5013880,1,Low,10.0,16687,57
BR_3913,2025-04,West,4134372,1,Low,14.9,14563,20
BR_3914,2024-04,South,4914188,1,High,26.4,11600,80
BR_3914,2025-04,North,4580791,1,High,11.4,17164,98
BR_3915,2024-04,West,4782173,1,Low,13.4,13304,9
BR_3915,2025-04,South,4114325,1,Low,17.7,11044,73
BR_3916,2024-04,South,4581508,1,Mid,15.8,16542,15
BR_3916,2025-04,West,5043713,1,Mid,18.2,17922,88
BR_3917,2024-04,South,4547763,1,Mid,27.0,11819,95
BR_3917,2025-04,South,5115831,1,Mid,11.2,12807,66
BR_3918,2024-04,North,4580240,0,Mid,17.1,9189,42
BR_3918,2025-04,North,4553355,0,Mid,22.1,15759,35
BR_3919,2024-04,East,4959457,1,Mid,15.6,12822,106
BR_3919,2025-04,South,5066580,1,Mid,25.2,11597,39
BR_3920,2024-04,East,5136924,0,Mid,12.5,17274,80
BR_3920,2025-04,East,4950648,0,Mid,20.4,12549,81
BR_3921,2024-04,West,4788330,0,Mid,19.7,13635,107
BR_3921,2025-04,East,4748155,0,Mid,28.0,17574,29
BR_3922,2024-04,East,5125674,0,Low,27.8,14391,95
BR_3922,2025-04,North,4649944,0,Low,27.9,16132,46
BR_3923,2024-04,East,4813943,0,High,10.8,17387,40
BR_3923,2025-04,North,5030653,0,High,16.8,12196,79
BR_3924,2024-04,South,4848877,0,Low,25.4,10660,9
BR_3924,2025-04,North,4893474,0,Low,12.2,14999,95
BR_3925,2024-04,North,4710916,0,Low,27.4,16508,7
BR_3925,2025-04,South,4947151,0,Low,21.8,14691,35
BR_3926,2024-04,South,4728553,1,High,17.0,12616,42
BR_3926,2025-04,North,4525858,1,High,15.2,10149,38
BR_3927,2024-04,North,4714327,1,Mid,18.1,11703,38
BR_3927,2025-04,North,4696592,1,Mid,13.7,16811,94
BR_3928,2024-04,East,4589007,1,Mid,18.9,14820,55
BR_3928,2025-04,East,4549069,1,Mid,18.9,13279,92
BR_3929,2024-04,West,5118508,0,Low,27.7,12839,83
BR_3929,2025-04,West,5184964,0,Low,20.7,14801,50
BR_3930,2024-04,East,5026313,0,Mid,25.5,14834,9
BR_3930,2025-04,South,5159692,0,Mid,11.2,14624,14
BR_3931,2024-04,East,4948554,0,High,21.8,9529,54
BR_3931,2025-04,East,4805701,0,High,29.3,11387,97
BR_3932,2024-04,South,4920166,1,High,21.9,15190,62
BR_3932,2025-04,East,4933760,1,High,28.4,16413,50
BR_3933,2024-04,North,4784361,1,High,19.6,12400,34
BR_3933,2025-04,East,4953721,1,High,27.1,12307,94
BR_3934,2024-04,North,4977976,1,Low,11.8,15144,46
BR_3934,2025-04,East,3410039,1,Low,25.5,13730,116
BR_3935,2024-04,East,4934807,0,Low,16.7,16148,22
BR_3935,2025-04,East,4874943,0,Low,10.2,11210,50
BR_3936,2024-04,South,5046881,1,Low,17.4,12455,119
BR_3936,2025-04,East,3802499,1,Low,28.2,13902,56
BR_3937,2024-04,East,4666132,0,Low,10.5,12437,87
BR_3937,2025-04,North,5111710,0,Low,25.5,15112,107
BR_3938,2024-04,East,4533861,0,Mid,21.2,9977,86
BR_3938,2025-04,North,4807987,0,Mid,29.7,14887,108
BR_3939,2024-04,West,4740112,0,High,14.4,10337,86
BR_3939,2025-04,North,4648019,0,High,16.6,12172,61
BR_3940,2024-04,East,5158862,1,High,23.3,11228,35
BR_3940,2025-04,East,4948113,1,High,13.4,16124,113
BR_3941,2024-04,North,4619569,0,Mid,23.9,15711,106
BR_3941,2025-04,East,4950728,0,Mid,30.0,13477,86
BR_3942,2024-04,South,5092810,1,Mid,21.8,11650,108
BR_3942,2025-04,East,4724236,1,Mid,23.9,12517,15
BR_3943,2024-04,East,4790256,0,High,26.7,16900,47
BR_3943,2025-04,South,4535101,0,High,12.1,17145,108
BR_3944,2024-04,South,4786525,1,Low,26.0,16953,60
BR_3944,2025-04,North,3659852,1,Low,28.8,17590,28
BR_3945,2024-04,South,4650127,0,Low,29.0,9000,65
BR_3945,2025-04,East,5070970,0,Low,24.9,17191,71
BR_3946,2024-04,North,5014844,0,High,12.4,10691,108
BR_3946,2025-04,South,5042784,0,High,12.9,12327,12
BR_3947,2024-04,East,5154408,0,Mid,13.3,11076,118
BR_3947,2025-04,North,4914950,0,Mid,21.8,9112,14
BR_3948,2024-04,West,5094705,0,High,25.8,15938,89
BR_3948,2025-04,North,4508370,0,High,19.4,17105,101
BR_3949,2024-04,South,5126607,0,Low,12.8,14132,38
BR_3949,2025-04,East,4632858,0,Low,17.7,10467,50
BR_3950,2024-04,East,4848188,0,Low,19.2,12709,102
BR_3950,2025-04,West,4697327,0,Low,28.0,11552,18
BR_3951,2024-04,East,5176153,1,Low,13.1,12819,52
BR_3951,2025-04,South,3924341,1,Low,18.1,15347,52
BR_3952,2024-04,West,4925686,1,High,25.8,10601,20
BR_3952,2025-04,West,4712189,1,High,21.2,17910,76
BR_3953,2024-04,South,5149757,0,High,11.1,11843,78
BR_3953,2025-04,East,4931168,0,High,28.6,16531,41
BR_3954,2024-04,East,5134759,1,Low,16.0,14913,117
BR_3954,2025-04,West,3698380,1,Low,14.4,14400,20
BR_3955,2024-04,South,4563173,1,Mid,24.8,15576,36
BR_3955,2025-04,North,4579887,1,Mid,11.2,16517,68
BR_3956,2024-04,South,4549364,0,Mid,16.6,10340,26
BR_3956,2025-04,West,4608478,0,Mid,29.4,10223,23
BR_3957,2024-04,South,4686961,1,High,23.5,14546,30
BR_3957,2025-04,East,4863171,1,High,27.5,9372,9
BR_3958,2024-04,East,5049880,1,Low,26.4,12804,16
BR_3958,2025-04,South,3832055,1,Low,11.7,12514,6
BR_3959,2024-04,West,4779290,1,Low,24.3,13397,113
BR_3959,2025-04,South,3564900,1,Low,13.1,13634,99
BR_3960,2024-04,West,4943136,0,Low,14.5,12013,105
BR_3960,2025-04,North,4836927,0,Low,11.3,13406,108
BR_3961,2024-04,East,5012843,0,Low,14.5,15384,33
BR_3961,2025-04,East,4632375,0,Low,26.9,10782,112
BR_3962,2024-04,North,4780578,0,High,15.3,15731,86
BR_3962,2025-04,South,4797441,0,High,19.9,12367,72
BR_3963,2024-04,East,4636383,1,High,27.5,10409,83
BR_3963,2025-04,North,5038263,1,High,23.3,10550,78
BR_3964,2024-04,West,4920573,0,Mid,22.5,14381,66
BR_3964,2025-04,West,4652182,0,Mid,13.8,10957,22
BR_3965,2024-04,West,5071498,0,Mid,11.6,11973,14
BR_3965,2025-04,East,5133883,0,Mid,23.3,17302,107
BR_3966,2024-04,North,4864618,0,Mid,10.9,13276,114
BR_3966,2025-04,South,4637762,0,Mid,17.3,15509,101
BR_3967,2024-04,North,4649404,1,Low,29.1,11493,100
BR_3967,2025-04,West,3887989,1,Low,19.3,15487,7
BR_3968,2024-04,West,5062922,1,Mid,15.3,17285,83
BR_3968,2025-04,North,4543915,1,Mid,18.1,9711,42
BR_3969,2024-04,South,5106655,0,High,20.1,14020,111
BR_3969,2025-04,West,4819761,0,High,25.5,10662,104
BR_3970,2024-04,South,4912254,0,Mid,13.4,14929,28
BR_3970,2025-04,East,5185541,0,Mid,23.0,9636,70
BR_3971,2024-04,West,5088345,0,High,11.3,11256,48
BR_3971,2025-04,East,4825071,0,High,25.6,9678,24
BR_3972,2024-04,North,4846724,0,High,16.8,9688,45
BR_3972,2025-04,West,5005126,0,High,28.9,15797,92
BR_3973,2024-04,East,4943437,1,Low,23.2,12134,25
BR_3973,2025-04,West,3800058,1,Low,28.5,10866,27
BR_3974,2024-04,East,4728100,0,Low,12.4,12623,16
BR_3974,2025-04,East,5102532,0,Low,19.5,15092,59
BR_3975,2024-04,East,5192588,1,High,29.9,15580,57
BR_3975,2025-04,South,4845838,1,High,19.0,12874,95
BR_3976,2024-04,West,4947187,0,High,24.4,10446,73
BR_3976,2025-04,East,4965122,0,High,27.7,17705,17
BR_3977,2024-04,East,4810971,0,High,21.9,12750,19
BR_3977,2025-04,East,5152324,0,High,13.1,10800,28
BR_3978,2024-04,East,5140301,1,Mid,23.9,13256,46
BR_3978,2025-04,South,4849724,1,Mid,13.8,13074,13
BR_3979,2024-04,West,4876760,0,Mid,10.8,13066,83
BR_3979,2025-04,South,5076627,0,Mid,27.3,16912,115
BR_3980,2024-04,South,4901070,1,Mid,21.0,11311,15
BR_3980,2025-04,North,4924340,1,Mid,24.6,15431,22
BR_3981,2024-04,West,4900981,0,Low,26.7,13517,116
BR_3981,2025-04,West,4843690,0,Low,27.6,14418,21
BR_3982,2024-04,East,5183438,0,Low,15.1,14291,107
BR_3982,2025-04,North,4595167,0,Low,17.7,11334,37
BR_3983,2024-04,North,4630763,0,High,15.8,13810,109
BR_3983,2025-04,North,5000140,0,High,27.2,9077,87
BR_3984,2024-04,West,4847871,1,Low,16.4,10356,42
BR_3984,2025-04,South,3747052,1,Low,23.4,17766,22
BR_3985,2024-04,East,4515443,1,Mid,15.0,10620,118
BR_3985,2025-04,North,5129236,1,Mid,13.4,10597,105
BR_3986,2024-04,West,5122728,1,Mid,27.8,11988,47
BR_3986,2025-04,East,5132002,1,Mid,22.1,14693,89
BR_3987,2024-04,West,5157284,1,High,10.8,17864,37
BR_3987,2025-04,North,4690119,1,High,15.0,17872,58
BR_3988,2024-04,North,4992564,1,High,11.6,9274,25
BR_3988,2025-04,North,4694777,1,High,10.1,16073,47
BR_3989,2024-04,West,5144769,0,High,14.9,17475,46
BR_3989,2025-04,North,4532891,0,High,16.7,14989,88
BR_3990,2024-04,East,4848672,1,High,28.8,13191,38
BR_3990,2025-04,East,4964040,1,High,16.5,15618,19
BR_3991,2024-04,South,4644390,0,Low,24.5,13808,7
BR_3991,2025-04,East,4916866,0,Low,28.2,14806,14
BR_3992,2024-04,East,4610317,0,Mid,21.9,13443,80
BR_3992,2025-04,East,4571248,0,Mid,26.5,10177,58
BR_3993,2024-04,South,4544068,1,High,17.1,14111,7
BR_3993,2025-04,South,4947088,1,High,15.0,14376,40
BR_3994,2024-04,East,4903338,0,High,22.2,15510,11
BR_3994,2025-04,South,4542787,0,High,10.2,12202,72
BR_3995,2024-04,West,4529807,0,Low,25.2,15606,104
BR_3995,2025-04,South,4755871,0,Low,16.1,15749,25
BR_3996,2024-04,West,5168277,1,Mid,14.9,12837,92
BR_3996,2025-04,South,4936366,1,Mid,28.5,14371,46
BR_3997,2024-04,East,4668084,1,High,25.4,10428,82
BR_3997,2025-04,North,4945215,1,High,15.6,11966,87
BR_3998,2024-04,South,5112164,1,Low,27.4,17746,50
BR_3998,2025-04,East,4049613,1,Low,29.0,11152,78
BR_3999,2024-04,East,4810219,0,Low,16.2,17327,16
BR_3999,2025-04,North,4500909,0,Low,22.8,17369,20
BR_4000,2024-04,West,5072059,0,Mid,12.8,9136,72
BR_4000,2025-04,South,4952568,0,Mid,12.2,9008,84
BR_4001,2024-04,North,4983582,1,High,22.9,11548,75
BR_4001,2025-04,South,4695458,1,High,17.7,9613,37
BR_4002,2024-04,North,5197218,0,Mid,15.9,12038,75
BR_4002,2025-04,West,5013181,0,Mid,16.8,10569,74
BR_4003,2024-04,South,5158653,0,High,18.3,13046,10
BR_4003,2025-04,North,5069155,0,High,23.5,11601,15
BR_4004,2024-04,South,4765151,0,Mid,14.4,12472,98
BR_4004,2025-04,North,5189825,0,Mid,21.6,15371,108
BR_4005,2024-04,West,5117834,1,Low,21.5,14705,6
BR_4005,2025-04,West,3685875,1,Low,13.9,15284,109
BR_4006,2024-04,West,5031507,0,Low,26.0,9987,45
BR_4006,2025-04,East,5126425,0,Low,21.4,10070,88
BR_4007,2024-04,South,4631975,0,High,28.2,9241,48
BR_4007,2025-04,East,5071807,0,High,16.5,15057,60
BR_4008,2024-04,North,4777290,0,Low,25.7,16026,30
BR_4008,2025-04,East,4596093,0,Low,25.7,10285,7
BR_4009,2024-04,East,4601061,0,Mid,20.2,13241,102
BR_4009,2025-04,East,4990659,0,Mid,18.1,11358,118
BR_4010,2024-04,East,4869422,1,Low,24.9,15040,44
BR_4010,2025-04,South,3724443,1,Low,15.9,9980,47
BR_4011,2024-04,South,4601936,1,Mid,15.5,15607,68
BR_4011,2025-04,West,4659353,1,Mid,10.6,16455,57
BR_4012,2024-04,West,4642523,1,High,14.6,9644,109
BR_4012,2025-04,East,4501128,1,High,23.6,14944,29
BR_4013,2024-04,West,4793310,1,Mid,18.5,14082,83
BR_4013,2025-04,North,4553704,1,Mid,23.1,9113,53
BR_4014,2024-04,South,4599025,1,Low,21.7,12132,52
BR_4014,2025-04,East,4222177,1,Low,20.3,14809,94
BR_4015,2024-04,North,5170496,1,High,26.3,14413,22
BR_4015,2025-04,South,4603305,1,High,16.4,16896,57
BR_4016,2024-04,West,4910364,0,Low,15.9,14716,89
BR_4016,2025-04,East,4629458,0,Low,23.5,11090,49
BR_4017,2024-04,East,4987266,1,Low,22.3,15553,99
BR_4017,2025-04,North,3950319,1,Low,29.4,16774,30
BR_4018,2024-04,South,5198027,1,High,14.1,14353,58
BR_4018,2025-04,East,5000199,1,High,25.1,16732,115
BR_4019,2024-04,East,4881251,1,High,27.5,11817,112
BR_4019,2025-04,East,5176002,1,High,21.6,12811,41
BR_4020,2024-04,East,5133134,0,Low,10.3,16562,46
BR_4020,2025-04,West,4521554,0,Low,10.6,12647,81
BR_4021,2024-04,East,4721960,1,Mid,20.3,12332,54
BR_4021,2025-04,West,4929061,1,Mid,15.6,13723,52
BR_4022,2024-04,East,4782588,0,Low,25.2,12614,21
BR_4022,2025-04,North,4518013,0,Low,17.3,16711,81
BR_4023,2024-04,East,5199024,0,Low,29.6,10110,110
BR_4023,2025-04,North,4706798,0,Low,26.6,12129,18
BR_4024,2024-04,East,4509867,1,High,24.5,14715,42
BR_4024,2025-04,North,4561130,1,High,24.6,12330,82
BR_4025,2024-04,South,5015130,0,High,15.0,14442,64
BR_4025,2025-04,South,5123546,0,High,29.9,13746,37
BR_4026,2024-04,East,4927623,0,Mid,27.8,12117,49
BR_4026,2025-04,South,5035288,0,Mid,13.1,15982,100
BR_4027,2024-04,North,4577822,1,Mid,16.7,9568,75
BR_4027,2025-04,East,5035282,1,Mid,25.7,15836,81
BR_4028,2024-04,South,5175397,0,High,26.5,12926,10
BR_4028,2025-04,West,4546792,0,High,13.4,10481,107
BR_4029,2024-04,South,5194509,1,Mid,17.9,9215,38
BR_4029,2025-04,North,5160418,1,Mid,13.6,13137,117
BR_4030,2024-04,South,5085710,1,High,15.3,13628,96
BR_4030,2025-04,West,4971045,1,High,27.5,13995,94
BR_4031,2024-04,East,4613416,1,Mid,21.4,10240,37
BR_4031,2025-04,East,4639391,1,Mid,11.3,11226,18
BR_4032,2024-04,West,5051040,0,High,27.9,17871,115
BR_4032,2025-04,North,4587082,0,High,27.2,11150,29
BR_4033,2024-04,North,5128773,0,High,10.2,14290,98
BR_4033,2025-04,South,4661431,0,High,21.2,10835,69
BR_4034,2024-04,East,4923666,1,Mid,28.8,17044,55
BR_4034,2025-04,North,5037892,1,Mid,26.5,16997,6
BR_4035,2024-04,West,4539826,1,Mid,16.8,14538,22
BR_4035,2025-04,South,4551784,1,Mid,29.1,10099,68
BR_4036,2024-04,West,4872645,1,Mid,23.6,15005,47
BR_4036,2025-04,North,4776982,1,Mid,27.1,13166,12
BR_4037,2024-04,South,5049552,1,Low,18.8,11791,66
BR_4037,2025-04,West,3629063,1,Low,14.2,12895,12
BR_4038,2024-04,South,5038224,1,Mid,18.6,9924,37
BR_4038,2025-04,East,4599883,1,Mid,15.1,13419,30
BR_4039,2024-04,South,4645689,0,Low,13.7,17292,24
BR_4039,2025-04,North,4959548,0,Low,13.1,17980,110
BR_4040,2024-04,West,4888684,0,Mid,15.7,17186,26
BR_4040,2025-04,West,4932900,0,Mid,25.9,9830,97
BR_4041,2024-04,East,4751047,1,Mid,18.4,15686,100
BR_4041,2025-04,West,4504129,1,Mid,17.5,13836,41
BR_4042,2024-04,North,4792286,0,High,26.1,16104,53
BR_4042,2025-04,South,4599004,0,High,14.0,13647,105
BR_4043,2024-04,East,5027234,1,High,14.3,9506,33
BR_4043,2025-04,West,4874843,1,High,28.3,13856,106
BR_4044,2024-04,South,5071563,0,Low,19.8,10810,36
BR_4044,2025-04,West,4724188,0,Low,15.2,13643,119
BR_4045,2024-04,South,4868313,1,Mid,17.5,13794,45
BR_4045,2025-04,South,4788553,1,Mid,23.2,11903,73
BR_4046,2024-04,West,4514271,0,Low,22.4,11402,11
BR_4046,2025-04,North,4504717,0,Low,19.4,13476,78
BR_4047,2024-04,East,4701663,1,Mid,15.7,12731,56
BR_4047,2025-04,West,5016582,1,Mid,28.5,10248,18
BR_4048,2024-04,East,5000619,1,High,22.9,10798,81
BR_4048,2025-04,South,5161098,1,High,21.1,17047,76
BR_4049,2024-04,West,5193980,0,Low,18.4,11402,53
BR_4049,2025-04,East,4783495,0,Low,20.4,13605,47
BR_4050,2024-04,West,5078843,0,Mid,21.9,12451,28
BR_4050,2025-04,East,4880099,0,Mid,12.2,9005,106
BR_4051,2024-04,East,4627535,1,Mid,27.1,9664,92
BR_4051,2025-04,West,4853608,1,Mid,15.6,17894,101
BR_4052,2024-04,South,4995922,1,Low,25.5,14177,87
BR_4052,2025-04,North,3809504,1,Low,25.9,16231,33
BR_4053,2024-04,North,4624073,1,Mid,26.5,10204,102
BR_4053,2025-04,South,4751719,1,Mid,23.3,14163,107
BR_4054,2024-04,South,5100828,1,High,11.6,13827,106
BR_4054,2025-04,North,5072337,1,High,17.9,15740,86
BR_4055,2024-04,North,4647300,0,Mid,25.8,15055,71
BR_4055,2025-04,North,4597036,0,Mid,25.8,13262,118
BR_4056,2024-04,South,4930273,1,Low,21.0,14003,73
BR_4056,2025-04,East,3819470,1,Low,15.3,17965,25
BR_4057,2024-04,South,5021664,1,Low,16.6,11587,75
BR_4057,2025-04,North,3832999,1,Low,10.9,15970,114
BR_4058,2024-04,South,4825833,1,Low,20.3,9416,105
BR_4058,2025-04,North,3613303,1,Low,20.2,11855,42
BR_4059,2024-04,North,4695850,1,Mid,29.5,11719,90
BR_4059,2025-04,East,5057538,1,Mid,19.6,14454,31
BR_4060,2024-04,North,4615218,0,Low,14.4,14230,60
BR_4060,2025-04,East,4522388,0,Low,28.9,15500,26
BR_4061,2024-04,West,4749941,0,High,24.8,11938,71
BR_4061,2025-04,West,5171227,0,High,25.9,16058,48
BR_4062,2024-04,North,4814466,0,High,18.4,9311,63
BR_4062,2025-04,South,4614635,0,High,12.9,15900,33
BR_4063,2024-04,North,4656335,1,Low,11.2,11581,63
BR_4063,2025-04,South,3498123,1,Low,25.9,10247,6
BR_4064,2024-04,North,5099894,1,High,20.1,11089,6
BR_4064,2025-04,North,5060916,1,High,18.7,16450,37
BR_4065,2024-04,South,4981181,1,Mid,24.5,14322,20
BR_4065,2025-04,West,4782948,1,Mid,15.1,17957,8
BR_4066,2024-04,South,5184036,1,Low,19.7,16072,57
BR_4066,2025-04,South,4058996,1,Low,26.2,16701,63
BR_4067,2024-04,South,5008353,0,Mid,26.6,16864,103
BR_4067,2025-04,South,5023778,0,Mid,19.3,12875,86
BR_4068,2024-04,East,4734269,1,Mid,13.5,16679,41
BR_4068,2025-04,North,4729646,1,Mid,23.0,9079,71
BR_4069,2024-04,South,4795266,0,Mid,29.3,16447,105
BR_4069,2025-04,North,5104541,0,Mid,22.8,15860,60
BR_4070,2024-04,East,4844582,0,Low,23.4,14007,61
BR_4070,2025-04,North,4909470,0,Low,29.4,17325,95
BR_4071,2024-04,South,4906727,0,High,21.9,12339,12
BR_4071,2025-04,North,4588599,0,High,10.9,14264,8
BR_4072,2024-04,East,5118206,0,Mid,25.4,9758,111
BR_4072,2025-04,South,4775431,0,Mid,22.3,15363,91
BR_4073,2024-04,North,4698824,1,High,15.2,16922,107
BR_4073,2025-04,East,5105932,1,High,14.4,9295,105
BR_4074,2024-04,West,5058214,1,Mid,15.3,13596,9
BR_4074,2025-04,North,5137637,1,Mid,10.9,16212,57
BR_4075,2024-04,South,4825773,0,High,25.4,13195,37
BR_4075,2025-04,East,4647451,0,High,25.4,15838,64
BR_4076,2024-04,South,4774347,0,High,20.4,13804,10
BR_4076,2025-04,West,4901935,0,High,20.1,12951,22
BR_4077,2024-04,South,4850770,0,Low,20.2,13005,116
BR_4077,2025-04,East,4791829,0,Low,23.7,14942,114
BR_4078,2024-04,South,4848073,0,Low,16.5,15019,92
BR_4078,2025-04,East,4721176,0,Low,16.5,13032,34
BR_4079,2024-04,South,4882425,0,High,16.6,17142,108
BR_4079,2025-04,West,4766337,0,High,18.5,17099,48
BR_4080,2024-04,South,5120687,0,Low,25.2,9531,84
BR_4080,2025-04,East,5120641,0,Low,18.2,12740,30
BR_4081,2024-04,North,4778113,1,Mid,27.2,14609,8
BR_4081,2025-04,West,4620368,1,Mid,22.9,14160,14
BR_4082,2024-04,North,4850137,1,Low,21.1,10309,21
BR_4082,2025-04,North,3980499,1,Low,18.1,11537,108
BR_4083,2024-04,West,4620193,1,Mid,12.7,14045,120
BR_4083,2025-04,West,4703702,1,Mid,13.2,14640,25
BR_4084,2024-04,East,4917032,1,High,29.7,16279,7
BR_4084,2025-04,North,4804533,1,High,11.7,17395,88
BR_4085,2024-04,West,4719343,0,Low,25.5,13073,19
BR_4085,2025-04,South,5062191,0,Low,12.4,9857,36
BR_4086,2024-04,West,4607476,0,Mid,11.3,10510,83
BR_4086,2025-04,West,4707984,0,Mid,13.4,13007,57
BR_4087,2024-04,West,4679485,1,Mid,13.3,9073,21
BR_4087,2025-04,North,4795216,1,Mid,24.1,13030,104
BR_4088,2024-04,North,4657315,0,Mid,14.6,17438,8
BR_4088,2025-04,South,4676795,0,Mid,13.4,17424,63
BR_4089,2024-04,West,4971320,1,High,16.7,14470,33
BR_4089,2025-04,East,4580227,1,High,15.3,12952,98
BR_4090,2024-04,West,5097114,1,Low,16.7,12910,111
BR_4090,2025-04,South,4029283,1,Low,19.3,14680,78
BR_4091,2024-04,North,5040218,0,High,29.4,10830,42
BR_4091,2025-04,West,4863997,0,High,12.5,10009,59
BR_4092,2024-04,East,4717291,0,Low,18.7,13253,112
BR_4092,2025-04,West,5183459,0,Low,30.0,11583,7
BR_4093,2024-04,West,5163410,1,Mid,29.9,14408,113
BR_4093,2025-04,East,5140927,1,Mid,24.4,12483,107
BR_4094,2024-04,North,5196575,0,Low,28.4,9579,8
BR_4094,2025-04,East,4526236,0,Low,27.8,9477,101
BR_4095,2024-04,West,5004609,0,Low,28.5,16889,7
BR_4095,2025-04,East,5083258,0,Low,25.7,10422,35
BR_4096,2024-04,East,4867796,0,Mid,16.9,11883,21
BR_4096,2025-04,North,4930953,0,Mid,19.0,11950,117
BR_4097,2024-04,South,4943175,1,Mid,20.0,13247,50
BR_4097,2025-04,North,4686068,1,Mid,22.6,11127,83
BR_4098,2024-04,North,4853859,0,High,12.5,10778,22
BR_4098,2025-04,West,4800558,0,High,14.7,13175,100
BR_4099,2024-04,West,4923989,1,Low,14.0,10606,35
BR_4099,2025-04,West,4184232,1,Low,21.6,14487,47
BR_4100,2024-04,South,4597921,0,High,18.6,10034,91
BR_4100,2025-04,North,4940303,0,High,18.6,17166,44
BR_4101,2024-04,South,4838361,0,Mid,29.8,15248,113
BR_4101,2025-04,West,5041384,0,Mid,19.3,17945,45
BR_4102,2024-04,West,5029538,1,Low,24.5,13428,24
BR_4102,2025-04,West,3735290,1,Low,27.0,14063,27
BR_4103,2024-04,South,4640312,1,Low,27.2,11420,114
BR_4103,2025-04,East,3788963,1,Low,26.5,12638,45
BR_4104,2024-04,East,4973084,0,Mid,29.4,10896,91
BR_4104,2025-04,West,4816898,0,Mid,13.1,10415,65
BR_4105,2024-04,East,4830981,1,Low,11.4,10298,10
BR_4105,2025-04,East,3788454,1,Low,24.1,14001,100
BR_4106,2024-04,South,5103908,0,High,16.2,11375,27
BR_4106,2025-04,East,4702349,0,High,17.6,10098,34
BR_4107,2024-04,South,5049137,1,Mid,17.7,10931,101
BR_4107,2025-04,North,5188596,1,Mid,15.7,15068,10
BR_4108,2024-04,West,5188091,1,Low,11.3,13318,82
BR_4108,2025-04,North,3372853,1,Low,24.1,12913,16
BR_4109,2024-04,East,4653479,1,High,14.9,15905,51
BR_4109,2025-04,South,4958179,1,High,26.3,16854,33
BR_4110,2024-04,East,4670934,1,High,21.6,12571,92
BR_4110,2025-04,North,4533892,1,High,28.1,16041,21
BR_4111,2024-04,North,4634989,1,Low,17.6,14835,35
BR_4111,2025-04,South,3200976,1,Low,19.2,9602,8
BR_4112,2024-04,East,4610664,0,High,25.8,16652,111
BR_4112,2025-04,West,4793216,0,High,13.5,15798,10
BR_4113,2024-04,North,4639104,1,Mid,17.4,17927,26
BR_4113,2025-04,West,4651714,1,Mid,12.2,17926,10
BR_4114,2024-04,North,4860503,0,Low,21.6,15006,81
BR_4114,2025-04,West,4900250,0,Low,19.6,12838,83
BR_4115,2024-04,East,4685290,0,High,15.8,12867,29
BR_4115,2025-04,West,5198682,0,High,16.9,15462,106
BR_4116,2024-04,South,4753958,1,Mid,29.2,13114,80
BR_4116,2025-04,North,4707987,1,Mid,16.1,13108,37
BR_4117,2024-04,East,4514767,0,Mid,18.8,15927,113
BR_4117,2025-04,North,4505811,0,Mid,15.5,13611,52
BR_4118,2024-04,West,4725053,1,High,17.7,14087,57
BR_4118,2025-04,West,4706536,1,High,23.7,11465,107
BR_4119,2024-04,South,4738922,0,High,15.8,10084,16
BR_4119,2025-04,West,4845870,0,High,19.6,15195,67
BR_4120,2024-04,North,4657529,0,Mid,11.7,10278,62
BR_4120,2025-04,North,4881163,0,Mid,11.6,16396,106
BR_4121,2024-04,West,4674035,0,Mid,17.5,15165,65
BR_4121,2025-04,East,5085628,0,Mid,17.9,15417,104
BR_4122,2024-04,North,4510167,1,High,21.1,17924,51
BR_4122,2025-04,West,4977353,1,High,25.4,17959,20
BR_4123,2024-04,South,4723718,1,Low,24.6,17064,11
BR_4123,2025-04,East,3710979,1,Low,25.7,15517,85
BR_4124,2024-04,East,4585063,0,Mid,27.8,14615,12
BR_4124,2025-04,North,4924687,0,Mid,26.8,14030,19
BR_4125,2024-04,East,4679501,0,Mid,11.8,15859,79
BR_4125,2025-04,East,5156553,0,Mid,14.5,11975,45
BR_4126,2024-04,North,4542746,1,Mid,11.0,13054,31
BR_4126,2025-04,East,4695954,1,Mid,16.8,11105,43
BR_4127,2024-04,East,4503168,0,High,11.9,12002,119
BR_4127,2025-04,South,4841414,0,High,21.4,12426,59
BR_4128,2024-04,South,5136854,1,Mid,26.3,17813,68
BR_4128,2025-04,East,4543032,1,Mid,21.4,13487,26
BR_4129,2024-04,North,4701917,0,Mid,21.9,14553,105
BR_4129,2025-04,East,5142902,0,Mid,26.9,12403,41
BR_4130,2024-04,West,4911592,1,Low,15.2,14961,68
BR_4130,2025-04,South,3577077,1,Low,17.6,9925,107
BR_4131,2024-04,West,5112033,0,Mid,14.2,14746,84
BR_4131,2025-04,South,4653729,0,Mid,25.8,9618,75
BR_4132,2024-04,South,4539182,0,Low,28.8,9806,108
BR_4132,2025-04,East,4547236,0,Low,26.3,12884,89
BR_4133,2024-04,North,4669777,1,Mid,23.6,12261,61
BR_4133,2025-04,North,4704290,1,Mid,19.9,14672,115
BR_4134,2024-04,West,4942912,0,Low,11.1,9780,85
BR_4134,2025-04,East,4748448,0,Low,21.4,16360,45
BR_4135,2024-04,South,4965362,1,High,26.2,17689,97
BR_4135,2025-04,South,5192464,1,High,12.9,16724,107
